source_url,source_name,company_name,company_slug,vacancy_title,city,salary_text,salary_min,salary_max,raw_excerpt,note
https://www.work.ua/jobs/8138631/,Work.ua,1001 дрібниця,,Продавець-консультант,Київ,20000–23000 грн,20000,23000,Короткий опис,1001 дрібниця batch 1
